,STATUS,PRICE,BED,BATH,ACRE LOT,FULL ADDRESS,STREET,CITY,STATE,HOUSE SIZE,ZIP
526011,for_sale,9250000.0,3.0,6.0,0.04,"209 E 31st St, New York, NY, 10016",209 E 31st St,New York,New York,6336.0,10016
526029,for_sale,1425000.0,2.0,2.0,0.7,"2-40 51st Ave Unit 2S, New York City, NY, 11101",2-40 51st Ave Unit 2S,New York City,New York,1032.0,11101
526350,for_sale,1695000.0,2.0,2.0,0.06,"891 Park Ave Fl 14, New York City, NY, 10075",891 Park Ave Fl 14,New York City,New York,1400.0,10075
526401,for_sale,1849000.0,4.0,3.0,0.02,"119A India St, New York City, NY, 11222",119A India St,New York City,New York,1680.0,11222
526413,for_sale,1840000.0,2.0,3.0,0.58,"415 E 54th St Apt 12D, New York City, NY, 10022",415 E 54th St Apt 12D,New York City,New York,1377.0,10022
526415,for_sale,5995000.0,6.0,4.0,0.04,"241 W 20th St, New York City, NY, 10011",241 W 20th St,New York City,New York,4450.0,10011
526482,for_sale,1500000.0,1.0,2.0,0.05,"25-34 22nd St, New York City, NY, 11102",25-34 22nd St,New York City,New York,2000.0,11102
526493,for_sale,2550000.0,2.0,2.0,0.12,"533 E 12th St Ph 2, New York City, NY, 10009",533 E 12th St Ph 2,New York City,New York,958.0,10009
526547,for_sale,1425000.0,2.0,2.0,0.09,"217 E 7th St Apt 3CD, New York City, NY, 10009",217 E 7th St Apt 3CD,New York City,New York,1050.0,10009
526575,for_sale,1129000.0,3.0,2.0,0.04,"23-18 Hoyt Ave, Long Island City, NY, 11102",23-18 Hoyt Ave,Long Island City,New York,1200.0,11102
526661,for_sale,559000.0,1.0,1.0,0.06,"221 W 148th St Apt 5A, New York City, NY, 10039",221 W 148th St Apt 5A,New York City,New York,674.0,10039
526680,for_sale,1250000.0,4.0,4.0,0.07,"462 E 138th St, Bronx, NY, 10454",462 E 138th St,Bronx,New York,3200.0,10454
526830,for_sale,875000.0,2.0,1.0,0.34,"400 E 77th St Apt 5E, New York City, NY, 10075",400 E 77th St Apt 5E,New York City,New York,950.0,10075
527085,for_sale,1050000.0,2.0,2.0,0.04,"20-17 26th St, New York City, NY, 11105",20-17 26th St,New York City,New York,1440.0,11105
527102,for_sale,1680000.0,1.0,1.0,0.11,"452 W 19th St Apt 4A, New York City, NY, 10011",452 W 19th St Apt 4A,New York City,New York,1100.0,10011
531408,for_sale,1200000.0,3.0,2.0,0.93,"114 Route 59, Suffern, NY, 10901",114 Route 59,Suffern,New York,1214.0,10901
531465,for_sale,4800000.0,5.0,3.0,7.3,"127 Seven Springs Rd, Monroe, NY, 10950",127 Seven Springs Rd,Monroe,New York,3240.0,10950
531523,for_sale,514900.0,4.0,3.0,1.05,"18 Highgrove Dr, Washingtonville, NY, 10992",18 Highgrove Dr,Washingtonville,New York,2726.0,10992
531526,for_sale,595000.0,3.0,3.0,0.22,"27 Southfield Fls, Monroe, NY, 10950",27 Southfield Fls,Monroe,New York,2438.0,10950
531534,for_sale,499900.0,4.0,3.0,0.81,"22 Highgrove Dr, Washingtonville, NY, 10992",22 Highgrove Dr,Washingtonville,New York,2339.0,10992
531589,for_sale,1100000.0,5.0,3.0,1.7,"32 North St, Washingtonville, NY, 10992",32 North St,Washingtonville,New York,3638.0,10992
531629,for_sale,4495000.0,6.0,4.0,7.32,"4 Deer Run, Sparkill, NY, 10976",4 Deer Run,Sparkill,New York,4000.0,10976
531638,for_sale,469000.0,4.0,2.0,0.18,"13 N Conger Ave, Congers, NY, 10920",13 N Conger Ave,Congers,New York,2123.0,10920
531711,for_sale,519000.0,3.0,3.0,0.6,"40 Sayer Rd, Blooming Grove, NY, 10914",40 Sayer Rd,Blooming Grove,New York,2047.0,10914
531831,for_sale,475000.0,4.0,3.0,0.49,"6 Constitution Ln, Washingtonville, NY, 10992",6 Constitution Ln,Washingtonville,New York,2659.0,10992
531875,for_sale,315000.0,3.0,2.0,0.29,"22 Birchwood Dr, Highland Mills, NY, 10930",22 Birchwood Dr,Highland Mills,New York,1392.0,10930
531952,for_sale,949000.0,4.0,2.0,1.6,"59 Peddler Hill Rd, Monroe, NY, 10950",59 Peddler Hill Rd,Monroe,New York,2292.0,10950
531977,for_sale,649000.0,5.0,5.0,4.2,"31 Bull Rd, Washingtonville, NY, 10992",31 Bull Rd,Washingtonville,New York,4286.0,10992
532040,for_sale,3900000.0,6.0,7.0,3.4,"15 Summit Rd, Tuxedo Park, NY, 10987",15 Summit Rd,Tuxedo Park,New York,11500.0,10987
532057,for_sale,255000.0,3.0,1.0,0.87,"110 Tuthill Rd, Blooming Grove, NY, 10914",110 Tuthill Rd,Blooming Grove,New York,1456.0,10914
532099,for_sale,290000.0,3.0,4.0,0.05,"17 Terra Ct, Highland Mills, NY, 10930",17 Terra Ct,Highland Mills,New York,2889.0,10930
532193,for_sale,375000.0,4.0,3.0,0.2,"7 Sanford Ave, Chester, NY, 10918",7 Sanford Ave,Chester,New York,1959.0,10918
532317,for_sale,999000.0,4.0,4.0,2.7,"112 Round Hill Rd, Washingtonville, NY, 10992",112 Round Hill Rd,Washingtonville,New York,3045.0,10992
532337,for_sale,999000.0,7.0,6.0,0.11,"26-28 Davenport Ave, Newark, NJ, 07107",26-28 Davenport Ave,Newark,New Jersey,3600.0,07107
532410,for_sale,599000.0,3.0,1.0,0.3,"82 Duelk Ave, Monroe, NY, 10950",82 Duelk Ave,Monroe,New York,960.0,10950
532444,for_sale,949000.0,4.0,4.0,1.44,"115 Buckberg Mountain Rd, Tomkins Cove, NY, 10986",115 Buckberg Mountain Rd,Tomkins Cove,New York,4960.0,10986
532531,for_sale,446000.0,3.0,3.0,0.32,"40 Jupiter Rd, Highland Mills, NY, 10930",40 Jupiter Rd,Highland Mills,New York,2116.0,10930
532676,for_sale,995000.0,5.0,5.0,1.05,"24 Perrins Peak Rd, Stony Point, NY, 10980",24 Perrins Peak Rd,Stony Point,New York,3500.0,10980
532690,for_sale,929000.0,5.0,3.0,5.8,"542 Clove Rd, Monroe, NY, 10950",542 Clove Rd,Monroe,New York,3164.0,10950
532752,for_sale,895000.0,4.0,2.0,0.4,"21 Lee Ave, Monroe, NY, 10950",21 Lee Ave,Monroe,New York,2100.0,10950
532804,for_sale,2000000.0,6.0,6.0,1.84,"2 Perrins Peak Rd, Stony Point, NY, 10980",2 Perrins Peak Rd,Stony Point,New York,6000.0,10980
532814,for_sale,375000.0,4.0,2.0,1.4,"36 Cardinal Dr, Washingtonville, NY, 10992",36 Cardinal Dr,Washingtonville,New York,1562.0,10992
532932,for_sale,282500.0,2.0,1.0,3.7,"16 Calico Ln, Highland Mills, NY, 10930",16 Calico Ln,Highland Mills,New York,884.0,10930
532958,for_sale,675000.0,4.0,4.0,1.1,"24 Pinecrest Rd, Salisbury Mills, NY, 12577",24 Pinecrest Rd,Salisbury Mills,New York,4000.0,12577
532969,for_sale,825000.0,3.0,4.0,3.3,"14 Marthas Way, Washingtonville, NY, 10992",14 Marthas Way,Washingtonville,New York,3106.0,10992
533063,for_sale,1100000.0,4.0,3.0,1.0,"16 Sutherland Dr, Highland Mills, NY, 10930",16 Sutherland Dr,Highland Mills,New York,4300.0,10930
533157,for_sale,449000.0,2.0,2.0,0.39,"4 Merriewold Ln N, Monroe, NY, 10950",4 Merriewold Ln N,Monroe,New York,1200.0,10950
533201,for_sale,649900.0,4.0,3.0,1.23,"15 Mountainside Dr, Chester, NY, 10918",15 Mountainside Dr,Chester,New York,2400.0,10918
533215,for_sale,575000.0,4.0,3.0,0.38,"117 Ketcham Ave, Mountainville, NY, 10953",117 Ketcham Ave,Mountainville,New York,2872.0,10953
533260,for_sale,1300000.0,4.0,5.0,3.4,"18 Hidden Glen Dr, Highland Mills, NY, 10930",18 Hidden Glen Dr,Highland Mills,New York,5288.0,10930
533324,for_sale,239900.0,2.0,1.0,0.01,"205 Old Mill Rd, Southfields, NY, 10975",205 Old Mill Rd,Southfields,New York,886.0,10975
533345,for_sale,484900.0,3.0,2.0,1.0,"27 Cedar Trl, Monroe, NY, 10950",27 Cedar Trl,Monroe,New York,2446.0,10950
533417,for_sale,169900.0,2.0,1.0,0.27,"24 Oakwood Trl N, Monroe, NY, 10950",24 Oakwood Trl N,Monroe,New York,890.0,10950
533422,for_sale,750000.0,4.0,3.0,0.66,"13 Alloway Cres, Highland Mills, NY, 10930",13 Alloway Cres,Highland Mills,New York,5146.0,10930
533455,for_sale,309900.0,3.0,3.0,0.01,"17 Nancy Ct, Monroe, NY, 10950",17 Nancy Ct,Monroe,New York,1472.0,10950
533540,for_sale,575000.0,4.0,3.0,0.36,"5 Summit Ave, Central Valley, NY, 10917",5 Summit Ave,Central Valley,New York,2176.0,10917
533598,for_sale,725000.0,5.0,4.0,1.3,"11 Menayas Ct, Washingtonville, NY, 10992",11 Menayas Ct,Washingtonville,New York,3222.0,10992
533634,for_sale,369000.0,3.0,3.0,0.08,"2 Plum Ct, Highland Mills, NY, 10930",2 Plum Ct,Highland Mills,New York,1505.0,10930
533646,for_sale,674999.0,6.0,3.0,0.99,"13 Summit Ave, Harriman, NY, 10926",13 Summit Ave,Harriman,New York,2858.0,10926
533721,for_sale,325000.0,4.0,2.0,0.24,"102 Capital Dr, Washingtonville, NY, 10992",102 Capital Dr,Washingtonville,New York,1712.0,10992
533728,for_sale,829500.0,4.0,4.0,1.6,"20 Pearce Dr, Highland Mills, NY, 10930",20 Pearce Dr,Highland Mills,New York,4266.0,10930
533766,for_sale,299000.0,3.0,2.0,0.18,"50 Orchard Trl, Monroe, NY, 10950",50 Orchard Trl,Monroe,New York,1180.0,10950
533771,for_sale,560000.0,4.0,4.0,0.58,"24 Lucky Ln, Washingtonville, NY, 10992",24 Lucky Ln,Washingtonville,New York,3663.0,10992
533777,for_sale,599999.0,4.0,4.0,0.32,"57 Capital Dr, Washingtonville, NY, 10992",57 Capital Dr,Washingtonville,New York,2288.0,10992
533822,for_sale,1100000.0,3.0,2.0,19.5,"297 Estrada Rd, Central Valley, NY, 10917",297 Estrada Rd,Central Valley,New York,1344.0,10917
533842,for_sale,689000.0,6.0,5.0,1.9,"1433 Route 208, Washingtonville, NY, 10992",1433 Route 208,Washingtonville,New York,3656.0,10992
533844,for_sale,625000.0,4.0,2.0,5.1,"21 Hardscrabble Rd, Chester, NY, 10918",21 Hardscrabble Rd,Chester,New York,2050.0,10918
533970,for_sale,734900.0,4.0,4.0,0.46,"10 Dartmouth Rd, Highland Mills, NY, 10930",10 Dartmouth Rd,Highland Mills,New York,2335.0,10930
533991,for_sale,290000.0,2.0,1.0,0.52,"5 James St, Washingtonville, NY, 10992",5 James St,Washingtonville,New York,1080.0,10992
534049,for_sale,619000.0,4.0,3.0,0.46,"100 Winchester Dr, Monroe, NY, 10950",100 Winchester Dr,Monroe,New York,2270.0,10950
534074,for_sale,519000.0,3.0,3.0,0.48,"26 Sayer Rd, Blooming Grove, NY, 10914",26 Sayer Rd,Blooming Grove,New York,2000.0,10914
534079,for_sale,455000.0,4.0,4.0,0.27,"57 Ballard Pond Dr, Washingtonville, NY, 10992",57 Ballard Pond Dr,Washingtonville,New York,1830.0,10992
534083,for_sale,675000.0,4.0,3.0,1.6,"64 Sandra Ln, Monroe, NY, 10950",64 Sandra Ln,Monroe,New York,2869.0,10950
534119,for_sale,270000.0,3.0,1.0,0.27,"30 Woodycrest Trl, Monroe, NY, 10950",30 Woodycrest Trl,Monroe,New York,1253.0,10950
534125,for_sale,159000.0,1.0,1.0,0.01,"702 Mountainside Dr, Southfields, NY, 10975",702 Mountainside Dr,Southfields,New York,700.0,10975
534134,for_sale,549000.0,4.0,3.0,4.3,"347 Museum Village Rd, Monroe, NY, 10950",347 Museum Village Rd,Monroe,New York,3210.0,10950
534136,for_sale,245000.0,2.0,2.0,0.01,"807 Cypress Ct, Highland Mills, NY, 10930",807 Cypress Ct,Highland Mills,New York,998.0,10930
534200,for_sale,999999.0,5.0,4.0,0.77,"33 Greenwich Ave, Central Valley, NY, 10917",33 Greenwich Ave,Central Valley,New York,5100.0,10917
534252,for_sale,899999.0,3.0,3.0,0.7,"36 Burrow Dr, Highland Mills, NY, 10930",36 Burrow Dr,Highland Mills,New York,3383.0,10930
534328,for_sale,359900.0,3.0,2.0,0.29,"7 Woodland Rd, Highland Mills, NY, 10930",7 Woodland Rd,Highland Mills,New York,1428.0,10930
534373,for_sale,525000.0,4.0,3.0,0.4,"24 Jefferson St, Highland Mills, NY, 10930",24 Jefferson St,Highland Mills,New York,2108.0,10930
534454,for_sale,425000.0,3.0,2.0,0.4,"15 Ferndale Ave, Highland Mills, NY, 10930",15 Ferndale Ave,Highland Mills,New York,1439.0,10930
534540,for_sale,300000.0,2.0,2.0,0.19,"128 Orchard St, Monroe, NY, 10950",128 Orchard St,Monroe,New York,1120.0,10950
534579,for_sale,375000.0,3.0,3.0,0.31,"14 Bernadette Way, Washingtonville, NY, 10992",14 Bernadette Way,Washingtonville,New York,2026.0,10992
534768,for_sale,710000.0,4.0,4.0,1.5,"10 Drumlin Farm Rd, Warwick, NY, 10990",10 Drumlin Farm Rd,Warwick,New York,2778.0,10990
534885,for_sale,519000.0,3.0,3.0,5.6,"95 Bender Rd, Westtown, NY, 10998",95 Bender Rd,Westtown,New York,2400.0,10998
535408,for_sale,460000.0,3.0,3.0,3.6,"418 Jessup Rd, Florida, NY, 10921",418 Jessup Rd,Florida,New York,1547.0,10921
535432,for_sale,1500000.0,3.0,3.0,85.0,"101 George Hill Rd, Frankford Township, NJ, 07826",101 George Hill Rd,Frankford Township,New Jersey,1932.0,07826
535587,for_sale,798900.0,6.0,6.0,3.5,"209 Hortons Rd, Westtown, NY, 10998",209 Hortons Rd,Westtown,New York,4361.0,10998
535592,for_sale,639900.0,5.0,4.0,1.54,"53 Hill View Dr, Florida, NY, 10921",53 Hill View Dr,Florida,New York,2800.0,10921
535626,for_sale,495000.0,4.0,3.0,5.2,"374 Black Meadow Rd, Sugar Loaf, NY, 10918",374 Black Meadow Rd,Sugar Loaf,New York,2436.0,10918
535699,for_sale,549000.0,3.0,2.0,2.6,"8 Points of Vw, Warwick, NY, 10990",8 Points of Vw,Warwick,New York,1841.0,10990
536464,for_sale,749888.0,4.0,2.0,0.14,"431 Main St, White Plains, NY, 10601",431 Main St,White Plains,New York,2234.0,10601
536501,for_sale,2950000.0,7.0,11.0,4.0,"16 Kempner Ln, Purchase, NY, 10577",16 Kempner Ln,Purchase,New York,8053.0,10577
536517,for_sale,3745000.0,7.0,11.0,2.11,"5 Windsor Ct, Purchase, NY, 10577",5 Windsor Ct,Purchase,New York,10745.0,10577
536538,for_sale,1300000.0,5.0,4.0,0.33,"5012 Waldo Ave, Bronx, NY, 10471",5012 Waldo Ave,Bronx,New York,3130.0,10471
536546,for_sale,1299000.0,5.0,4.0,0.82,"70 Heatherdell Rd, Ardsley, NY, 10502",70 Heatherdell Rd,Ardsley,New York,2584.0,10502
536565,for_sale,138000.0,1.0,1.0,0.48,"10 N Broadway Apt 6K, White Plains, NY, 10601",10 N Broadway Apt 6K,White Plains,New York,800.0,10601
536580,for_sale,420000.0,3.0,2.0,0.57,"25 Woodland Hill Rd, North Greenbush, NY, 12198",25 Woodland Hill Rd,North Greenbush,New York,1500.0,12198
536592,for_sale,4600000.0,8.0,10.0,3.1,"2007 Purchase St, Purchase, NY, 10577",2007 Purchase St,Purchase,New York,9863.0,10577
536598,for_sale,749900.0,1.0,2.0,0.06,"5 Renaissance Sq Apt 16C, White Plains, NY, 10601",5 Renaissance Sq Apt 16C,White Plains,New York,1086.0,10601
536632,for_sale,455000.0,3.0,3.0,1.76,"8 Woodland Hill Rd, North Greenbush, NY, 12198",8 Woodland Hill Rd,North Greenbush,New York,1800.0,12198
536636,for_sale,6750000.0,5.0,7.0,0.67,"7 Carlton Rd, Bronxville, NY, 10708",7 Carlton Rd,Bronxville,New York,8676.0,10708
536663,for_sale,799999.0,4.0,3.0,0.31,"5 Piper Ct, White Plains, NY, 10607",5 Piper Ct,White Plains,New York,3270.0,10607
536792,for_sale,1399000.0,8.0,5.0,0.11,"23 and 25 Park Ave, West Harrison, NY, 10604",23 and 25 Park Ave,West Harrison,New York,2950.0,10604
536828,for_sale,799000.0,4.0,3.0,0.42,"48 Columbus Ave, Valhalla, NY, 10595",48 Columbus Ave,Valhalla,New York,2400.0,10595
536834,for_sale,849000.0,4.0,3.0,0.24,"258 Saw Mill River Rd Lot 2, Hawthorne, NY, 10532",258 Saw Mill River Rd Lot 2,Hawthorne,New York,2400.0,10532
536913,for_sale,2995000.0,5.0,5.0,0.47,"4720 Grosvenor Ave, New York City, NY, 10471",4720 Grosvenor Ave,New York City,New York,5158.0,10471
536944,for_sale,575000.0,3.0,3.0,0.53,"3 Woodland Hill Rd, North Greenbush, NY, 12198",3 Woodland Hill Rd,North Greenbush,New York,2300.0,12198
536953,for_sale,675000.0,3.0,2.0,0.47,"25 Whitewood Rd, White Plains, NY, 10603",25 Whitewood Rd,White Plains,New York,1750.0,10603
536954,for_sale,2175000.0,4.0,5.0,1.07,"54 Buckout Rd, West Harrison, NY, 10604",54 Buckout Rd,West Harrison,New York,6100.0,10604
536964,for_sale,7915000.0,6.0,7.0,0.47,"12 Hampton Rd, Scarsdale, NY, 10583",12 Hampton Rd,Scarsdale,New York,8300.0,10583
537000,for_sale,855500.0,4.0,2.0,0.29,"2 Park Ave, Valhalla, NY, 10595",2 Park Ave,Valhalla,New York,2814.0,10595
537005,for_sale,599900.0,4.0,3.0,0.13,"29 Ethelton Rd, White Plains, NY, 10603",29 Ethelton Rd,White Plains,New York,2116.0,10603
537201,for_sale,162000.0,1.0,1.0,3.76,"101 N Broadway Apt 2E3, White Plains, NY, 10603",101 N Broadway Apt 2E3,White Plains,New York,750.0,10603
537226,for_sale,600000.0,1.0,1.0,0.91,"31 Old Lake St, West Harrison, NY, 10604",31 Old Lake St,West Harrison,New York,870.0,10604
537244,for_sale,895000.0,4.0,5.0,0.08,"3 Daniel St, West Harrison, NY, 10604",3 Daniel St,West Harrison,New York,3073.0,10604
537251,for_sale,1699000.0,5.0,5.0,0.65,"7 Harrows Ln, Purchase, NY, 10577",7 Harrows Ln,Purchase,New York,3869.0,10577
537278,for_sale,127500.0,1.0,1.0,0.57,"30 N Broadway Apt 6E, White Plains, NY, 10601",30 N Broadway Apt 6E,White Plains,New York,750.0,10601
537308,for_sale,965000.0,3.0,3.0,0.17,"99 Altamont Ave, Tarrytown, NY, 10591",99 Altamont Ave,Tarrytown,New York,2700.0,10591
537317,for_sale,629000.0,4.0,3.0,0.29,"15 Durham Rd, White Plains, NY, 10607",15 Durham Rd,White Plains,New York,2050.0,10607
537326,for_sale,409900.0,2.0,3.0,0.18,"16 S Lawrence Ave, Elmsford, NY, 10523",16 S Lawrence Ave,Elmsford,New York,1100.0,10523
537353,for_sale,669999.0,4.0,2.0,0.26,"711 Scarsdale Rd, Tuckahoe, NY, 10707",711 Scarsdale Rd,Tuckahoe,New York,1196.0,10707
537372,for_sale,149000.0,1.0,1.0,0.89,"1296 Midland Ave Unit 5L, Yonkers, NY, 10704",1296 Midland Ave Unit 5L,Yonkers,New York,700.0,10704
537392,for_sale,275000.0,1.0,1.0,0.01,"414 Benedict Ave Apt 6E, Tarrytown, NY, 10591",414 Benedict Ave Apt 6E,Tarrytown,New York,760.0,10591
537411,for_sale,780000.0,3.0,4.0,0.47,"321 Columbus Ave, Valhalla, NY, 10595",321 Columbus Ave,Valhalla,New York,1956.0,10595
537425,for_sale,4495000.0,7.0,9.0,1.0,"5 Fairway Dr, Purchase, NY, 10577",5 Fairway Dr,Purchase,New York,9621.0,10577
537495,for_sale,155000.0,1.0,1.0,0.84,"2 Old Mamaroneck Rd Apt 3E, White Plains, NY, 10605",2 Old Mamaroneck Rd Apt 3E,White Plains,New York,817.0,10605
537498,for_sale,850000.0,4.0,3.0,0.32,"40 Balmoral Cres, White Plains, NY, 10607",40 Balmoral Cres,White Plains,New York,2658.0,10607
537505,for_sale,7999000.0,6.0,9.0,0.71,"40 Hampton Rd, Scarsdale, NY, 10583",40 Hampton Rd,Scarsdale,New York,9911.0,10583
537507,for_sale,4200000.0,6.0,5.0,0.87,"81 Tanglewylde Ave, Bronxville, NY, 10708",81 Tanglewylde Ave,Bronxville,New York,4025.0,10708
537508,for_sale,4500000.0,6.0,6.0,0.87,"50 Greendale Rd, Scarsdale, NY, 10583",50 Greendale Rd,Scarsdale,New York,5563.0,10583
537544,for_sale,4988000.0,6.0,7.0,1.41,"109 Mamaroneck Rd, Scarsdale, NY, 10583",109 Mamaroneck Rd,Scarsdale,New York,8624.0,10583
537562,for_sale,440000.0,2.0,1.0,0.22,"39 McDougal Dr, White Plains, NY, 10603",39 McDougal Dr,White Plains,New York,900.0,10603
537565,for_sale,249001.0,1.0,1.0,0.01,"11 Granada Cres Apt 12, White Plains, NY, 10603",11 Granada Cres Apt 12,White Plains,New York,750.0,10603
537613,for_sale,569000.0,2.0,2.0,0.47,"20 Lincoln Pl, White Plains, NY, 10603",20 Lincoln Pl,White Plains,New York,1514.0,10603
537718,for_sale,330000.0,2.0,1.0,0.34,"5 Minerva Pl Apt 3E, White Plains, NY, 10601",5 Minerva Pl Apt 3E,White Plains,New York,925.0,10601
537781,for_sale,727777.0,3.0,2.0,0.18,"337 Kelly St, Hawthorne, NY, 10532",337 Kelly St,Hawthorne,New York,2240.0,10532
537815,for_sale,525000.0,3.0,2.0,0.14,"51 Upland Ave, White Plains, NY, 10604",51 Upland Ave,White Plains,New York,1256.0,10604
537909,for_sale,3595000.0,6.0,7.0,1.09,"114 Birchall Dr, Scarsdale, NY, 10583",114 Birchall Dr,Scarsdale,New York,5109.0,10583
538124,for_sale,849900.0,2.0,2.0,0.55,"4 Scott Cir, Purchase, NY, 10577",4 Scott Cir,Purchase,New York,1600.0,10577
538604,for_sale,1450000.0,5.0,5.0,1.01,"84 Park Ln, West Harrison, NY, 10604",84 Park Ln,West Harrison,New York,3500.0,10604
538798,for_sale,1350000.0,4.0,2.0,0.18,"63 Tunstall Rd, Scarsdale, NY, 10583",63 Tunstall Rd,Scarsdale,New York,1720.0,10583
539000,for_sale,1950000.0,5.0,6.0,0.53,"7 Shelley Ln, West Harrison, NY, 10604",7 Shelley Ln,West Harrison,New York,5177.0,10604
539095,for_sale,1715000.0,6.0,6.0,0.75,"48 Old Mill Rd, West Harrison, NY, 10604",48 Old Mill Rd,West Harrison,New York,4369.0,10604
539194,for_sale,684900.0,3.0,3.0,0.23,"263 Rutledge Ave, Hawthorne, NY, 10532",263 Rutledge Ave,Hawthorne,New York,2744.0,10532
539215,for_sale,1850000.0,5.0,5.0,2.02,"41 Buckout Rd, West Harrison, NY, 10604",41 Buckout Rd,West Harrison,New York,4033.0,10604
539400,for_sale,1350000.0,5.0,5.0,0.09,"779 E 39th St, New York City, NY, 11210",779 E 39th St,New York City,New York,2510.0,11210
539679,for_sale,624888.0,3.0,2.0,0.05,"590 New Dorp Ln, Staten Island, NY, 10306",590 New Dorp Ln,Staten Island,New York,1148.0,10306
540159,for_sale,775000.0,4.0,3.0,0.11,"355 Great Kills Rd, Staten Island, NY, 10308",355 Great Kills Rd,Staten Island,New York,1984.0,10308
541037,for_sale,350000.0,1.0,2.0,0.03,"1221 Round Pointe Dr, Haverstraw, NY, 10927",1221 Round Pointe Dr,Haverstraw,New York,1095.0,10927
542264,for_sale,399000.0,3.0,2.0,0.21,"128 New Valley Rd, New City, NY, 10956",128 New Valley Rd,New City,New York,1109.0,10956
542269,for_sale,250000.0,1.0,1.0,0.21,"126 New Valley Rd, New City, NY, 10956",126 New Valley Rd,New City,New York,613.0,10956
542272,for_sale,849000.0,6.0,4.0,0.08,"241 S 5th Ave, Mount Vernon, NY, 10550",241 S 5th Ave,Mount Vernon,New York,2880.0,10550
542294,for_sale,1995000.0,4.0,5.0,4.0,"2 Shadow Tree Ln, Briarcliff Manor, NY, 10510",2 Shadow Tree Ln,Briarcliff Manor,New York,5400.0,10510
542775,for_sale,1180000.0,4.0,3.0,0.04,"2016 63rd St, Brooklyn, NY, 11204",2016 63rd St,Brooklyn,New York,1504.0,11204
543205,for_sale,995000.0,3.0,4.0,0.13,"32 Columbia Pl, Mount Vernon, NY, 10552",32 Columbia Pl,Mount Vernon,New York,3500.0,10552
543263,for_sale,385000.0,3.0,2.0,6.12,"370 Central Park Ave Apt 1N, Scarsdale, NY, 10583",370 Central Park Ave Apt 1N,Scarsdale,New York,1400.0,10583
543460,for_sale,1200000.0,6.0,4.0,0.12,"139 Lewis St, Yonkers, NY, 10703",139 Lewis St,Yonkers,New York,3500.0,10703
543467,for_sale,550000.0,3.0,2.0,0.06,"2930 E Throop Ave NE, Bronx, NY, 10469",2930 E Throop Ave NE,Bronx,New York,1100.0,10469
545082,for_sale,1450000.0,5.0,4.0,0.29,"152 Brite Ave, Scarsdale, NY, 10583",152 Brite Ave,Scarsdale,New York,2976.0,10583
545549,for_sale,548000.0,3.0,3.0,0.32,"47 1/2 N Malcolm St, Ossining, NY, 10562",47 1/2 N Malcolm St,Ossining,New York,1920.0,10562
545611,for_sale,1475000.0,1.0,1.0,0.07,"330 Pearl St Apt 5A, New York City, NY, 10038",330 Pearl St Apt 5A,New York City,New York,920.0,10038
545820,for_sale,560000.0,3.0,2.0,13.04,"16 Rockledge Ave Apt 5M1, Ossining, NY, 10562",16 Rockledge Ave Apt 5M1,Ossining,New York,2050.0,10562
545944,for_sale,699000.0,3.0,2.0,0.06,"215 Murray Ave, Yonkers, NY, 10704",215 Murray Ave,Yonkers,New York,1628.0,10704
546011,for_sale,899000.0,3.0,2.0,0.08,"27 Arthur Ave, Staten Island, NY, 10305",27 Arthur Ave,Staten Island,New York,1880.0,10305
547133,for_sale,855000.0,4.0,3.0,0.54,"102 Fuller Rd, Briarcliff Manor, NY, 10510",102 Fuller Rd,Briarcliff Manor,New York,2430.0,10510
547379,for_sale,989000.0,6.0,5.0,0.21,"39 Cedar Ln, Ossining, NY, 10562",39 Cedar Ln,Ossining,New York,3600.0,10562
547401,for_sale,489000.0,6.0,2.0,0.05,"15 Partition St, Haverstraw, NY, 10927",15 Partition St,Haverstraw,New York,2477.0,10927
547433,for_sale,2580000.0,2.0,3.0,0.26,"77 Greenwich St Apt 21D, New York City, NY, 10006",77 Greenwich St Apt 21D,New York City,New York,1371.0,10006
547895,for_sale,549000.0,2.0,1.0,0.15,"183 Elwood Ave, Hawthorne, NY, 10532",183 Elwood Ave,Hawthorne,New York,1300.0,10532
548654,for_sale,2395000.0,5.0,5.0,2.63,"9 Wappinger Trl # A, Briarcliff Manor, NY, 10510",9 Wappinger Trl # A,Briarcliff Manor,New York,5061.0,10510
548669,for_sale,749000.0,5.0,3.0,0.85,"15 Ormian Dr, Pomona, NY, 10970",15 Ormian Dr,Pomona,New York,2508.0,10970
548718,for_sale,1599999.0,4.0,5.0,0.2,"925 Central Ave, Westfield, NJ, 07090",925 Central Ave,Westfield,New Jersey,3400.0,07090
548945,for_sale,675000.0,2.0,4.0,4.0,"15 Pond View Ln, Ossining, NY, 10562",15 Pond View Ln,Ossining,New York,2715.0,10562
549096,for_sale,1450000.0,4.0,3.0,0.38,"99 Deertrack Ln, Irvington, NY, 10533",99 Deertrack Ln,Irvington,New York,2625.0,10533
550815,for_sale,549900.0,3.0,2.0,0.27,"29 Pocantico Rd, Ossining, NY, 10562",29 Pocantico Rd,Ossining,New York,1933.0,10562
551109,for_sale,649000.0,4.0,4.0,0.11,"194 Endicott Ave, Elmsford, NY, 10523",194 Endicott Ave,Elmsford,New York,2204.0,10523
551296,for_sale,949900.0,3.0,4.0,13.0,"31 High Ridge Rd, Ossining, NY, 10562",31 High Ridge Rd,Ossining,New York,3680.0,10562
